order_key,customer_key,channel_key,store_key,billing_address_key,shipping_address_key,total_amount,subtotal,tax_amount,shipping_fee,currency_code,status,order_date
1526,1301,1,,2286,773,18051.75,14175.0,2976.75,900.0,ARS,FULFILLED,2025-03-11 21:06:34
1527,884,1,,619,664,27636.0,21600.0,4536.0,1500.0,ARS,CREATED,2024-07-04 11:51:09
1528,865,2,3,2863,3,41382.0,34200.0,7182.0,0.0,ARS,CREATED,2024-08-06 05:42:46
1529,576,1,,736,118,80515.5,65550.0,13765.5,1200.0,ARS,FULFILLED,2024-01-01 12:54:18
1530,642,2,1,2602,1,13794.0,11400.0,2394.0,0.0,ARS,FULFILLED,2024-09-01 02:45:46
1531,1318,1,,1634,2692,42664.2,34020.0,7144.2,1500.0,ARS,CANCELLED,2025-01-27 19:37:27
1532,1392,1,,2702,1447,50558.4,41040.0,8618.4,900.0,ARS,FULFILLED,2025-04-07 19:51:16
1533,22,2,3,942,3,36209.25,29925.0,6284.25,0.0,ARS,FULFILLED,2024-03-28 11:55:24
1534,1086,2,1,2131,1,41382.0,34200.0,7182.0,0.0,ARS,FULFILLED,2025-05-19 11:46:01
1535,995,1,,547,2422,48233.91,38871.0,8162.91,1200.0,ARS,PAID,2024-11-10 22:20:47
1536,1362,1,,678,1871,83490.0,69000.0,14490.0,0.0,ARS,REFUNDED,2024-11-12 04:26:04
1537,1176,2,3,313,3,17787.0,14700.0,3087.0,0.0,ARS,FULFILLED,2024-04-10 20:56:37
1538,991,2,3,268,3,13068.0,10800.0,2268.0,0.0,ARS,FULFILLED,2024-08-26 15:23:50
1539,461,2,4,2910,4,30129.0,24900.0,5229.0,0.0,ARS,CREATED,2024-04-01 12:25:13
1540,656,2,4,2714,4,39131.4,32340.0,6791.4,0.0,ARS,FULFILLED,2025-02-16 11:52:57
1541,1327,1,,2853,2590,67329.0,54900.0,11529.0,900.0,ARS,FULFILLED,2024-04-07 15:06:37
1542,974,2,3,61,3,43560.0,36000.0,7560.0,0.0,ARS,FULFILLED,2024-05-30 03:21:47
1543,305,1,,1168,171,52627.5,42750.0,8977.5,900.0,ARS,REFUNDED,2025-03-01 13:14:31
1544,858,1,,1449,877,50205.0,40500.0,8505.0,1200.0,ARS,REFUNDED,2025-07-02 08:17:52
1545,1078,1,,341,1790,67447.5,54750.0,11497.5,1200.0,ARS,PAID,2025-06-16 18:24:00
1546,1382,1,,1505,2375,18442.5,14250.0,2992.5,1200.0,ARS,FULFILLED,2024-06-11 00:55:07
1547,739,2,3,2501,3,26136.0,21600.0,4536.0,0.0,ARS,FULFILLED,2024-01-09 07:11:19
1548,878,1,,2454,1397,46901.7,37770.0,7931.7,1200.0,ARS,FULFILLED,2025-06-15 13:59:50
1549,863,1,,1026,2514,50505.0,40500.0,8505.0,1500.0,ARS,FULFILLED,2025-04-09 11:50:28
1550,504,2,3,876,3,17242.5,14250.0,2992.5,0.0,ARS,FULFILLED,2024-03-22 00:15:12
1551,810,1,,493,802,33870.0,27000.0,5670.0,1200.0,ARS,CANCELLED,2025-01-06 17:04:23
1552,1339,1,,2550,88,42688.8,35280.0,7408.8,0.0,ARS,PAID,2025-02-01 20:40:52
1553,769,1,,665,1227,44460.0,36000.0,7560.0,900.0,ARS,FULFILLED,2025-01-21 16:52:44
1554,952,1,,3038,437,20557.5,15750.0,3307.5,1500.0,ARS,FULFILLED,2024-08-20 06:49:31
1555,389,1,,,834,87294.0,71400.0,14994.0,900.0,ARS,REFUNDED,2024-05-17 21:51:56
1556,1039,1,,707,1461,20257.5,15750.0,3307.5,1200.0,ARS,FULFILLED,2025-08-21 19:43:01
1557,91,1,,2751,1545,40104.0,32400.0,6804.0,900.0,ARS,FULFILLED,2024-07-02 21:34:13
1558,1190,1,,2598,292,43888.8,35280.0,7408.8,1200.0,ARS,FULFILLED,2024-06-21 07:51:55
1559,762,2,1,1518,1,57470.16,47496.0,9974.16,0.0,ARS,PAID,2025-07-27 09:19:27
1560,520,2,1,2118,1,80586.0,66600.0,13986.0,0.0,ARS,FULFILLED,2024-03-24 15:03:18
1561,604,2,2,670,2,65703.0,54300.0,11403.0,0.0,ARS,FULFILLED,2025-04-16 06:00:03
1562,1133,1,,1413,2426,54861.0,44100.0,9261.0,1500.0,ARS,CANCELLED,2024-12-26 08:12:36
1563,1401,1,,983,65,64628.28,52668.0,11060.28,900.0,ARS,FULFILLED,2024-12-01 11:47:16
1564,298,2,1,,1,29040.0,24000.0,5040.0,0.0,ARS,FULFILLED,2024-05-15 09:39:25
1565,1104,1,,923,1087,17208.3,13230.0,2778.3,1200.0,ARS,FULFILLED,2025-02-26 12:47:01
1566,1309,1,,,1913,28788.0,22800.0,4788.0,1200.0,ARS,FULFILLED,2024-11-03 08:45:49
1567,483,2,4,1160,4,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2025-05-13 15:29:44
1568,208,1,,2835,2342,13068.0,10800.0,2268.0,0.0,ARS,PAID,2024-06-20 08:40:04
1569,1493,2,4,408,4,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2025-09-10 19:28:28
1570,746,1,,1208,2683,16020.0,12000.0,2520.0,1500.0,ARS,REFUNDED,2024-05-20 01:53:58
1571,1263,1,,2900,2101,33870.0,27000.0,5670.0,1200.0,ARS,FULFILLED,2025-02-08 07:37:19
1572,878,1,,1253,2027,46901.7,37770.0,7931.7,1200.0,ARS,PAID,2025-04-14 03:16:26
1573,625,2,4,2315,4,18104.62,14962.5,3142.12,0.0,ARS,PAID,2025-08-04 18:02:35
1574,1236,1,,508,789,34394.25,28425.0,5969.25,0.0,ARS,FULFILLED,2025-04-17 12:48:37
1575,700,1,,1183,2287,28488.0,22800.0,4788.0,900.0,ARS,CANCELLED,2025-05-09 23:21:20
1576,777,1,,334,677,18104.62,14962.5,3142.12,0.0,ARS,FULFILLED,2025-04-09 05:22:15
1577,1341,1,,2622,942,30240.0,24000.0,5040.0,1200.0,ARS,FULFILLED,2024-02-12 02:56:11
1578,1168,1,,1193,3050,26029.2,20520.0,4309.2,1200.0,ARS,PAID,2024-10-21 22:18:58
1579,715,2,2,1545,2,27588.0,22800.0,4788.0,0.0,ARS,FULFILLED,2024-03-13 12:26:40
1580,26,2,4,2977,4,41382.0,34200.0,7182.0,0.0,ARS,FULFILLED,2025-03-25 09:14:08
1581,1469,1,,1812,1185,82003.8,66780.0,14023.8,1200.0,ARS,CANCELLED,2024-07-12 22:38:19
1582,783,1,,2539,1574,19350.0,15000.0,3150.0,1200.0,ARS,FULFILLED,2024-12-19 19:47:15
1583,1323,2,1,1308,1,16008.3,13230.0,2778.3,0.0,ARS,FULFILLED,2024-09-04 14:17:45
1584,8,2,4,,4,84942.0,70200.0,14742.0,0.0,ARS,FULFILLED,2025-06-29 20:57:30
1585,336,2,2,748,2,91693.8,75780.0,15913.8,0.0,ARS,FULFILLED,2024-12-28 21:53:37
1586,386,1,,2851,1240,55650.0,45000.0,9450.0,1200.0,ARS,FULFILLED,2024-05-30 13:37:30
1587,1375,2,4,716,4,39204.0,32400.0,6804.0,0.0,ARS,FULFILLED,2025-09-21 03:11:24
1588,162,1,,273,2625,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2025-06-13 21:34:39
1589,1203,2,3,1531,3,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2024-03-04 14:38:17
1590,835,1,,707,1743,44324.4,35640.0,7484.4,1200.0,ARS,FULFILLED,2024-09-11 14:07:24
1591,566,2,1,1495,1,59459.4,49140.0,10319.4,0.0,ARS,FULFILLED,2024-03-15 20:24:05
1592,383,1,,1606,1389,33870.0,27000.0,5670.0,1200.0,ARS,FULFILLED,2025-02-09 13:48:12
1593,746,1,,,603,39542.4,31440.0,6602.4,1500.0,ARS,PAID,2024-06-12 17:11:10
1594,383,2,1,573,1,27588.0,22800.0,4788.0,0.0,ARS,CREATED,2024-04-05 20:46:13
1595,1419,1,,2663,2989,85416.0,69600.0,14616.0,1200.0,ARS,PAID,2025-09-24 12:11:25
1596,1037,2,3,678,3,17242.5,14250.0,2992.5,0.0,ARS,REFUNDED,2024-11-21 23:59:34
1597,775,2,3,832,3,13068.0,10800.0,2268.0,0.0,ARS,REFUNDED,2024-01-25 06:00:54
1598,1015,1,,,1490,55513.88,44887.5,9426.38,1200.0,ARS,CANCELLED,2025-03-07 19:53:03
1599,1197,2,1,,1,43923.0,36300.0,7623.0,0.0,ARS,CANCELLED,2025-06-08 07:32:55
1600,773,2,3,676,3,79860.0,66000.0,13860.0,0.0,ARS,FULFILLED,2025-03-29 07:16:06
1601,413,1,,1163,1088,40031.4,32340.0,6791.4,900.0,ARS,FULFILLED,2025-07-09 06:06:19
1602,681,1,,3013,2009,67447.5,54750.0,11497.5,1200.0,ARS,FULFILLED,2025-08-26 11:05:49
1603,1425,2,4,3001,4,14941.08,12348.0,2593.08,0.0,ARS,FULFILLED,2025-06-07 17:34:36
1604,394,1,,1158,1803,52927.5,42750.0,8977.5,1200.0,ARS,FULFILLED,2025-08-12 13:10:08
1605,942,2,2,1767,2,82455.45,68145.0,14310.45,0.0,ARS,PAID,2025-06-16 06:15:18
1606,1238,2,2,450,2,85305.0,70500.0,14805.0,0.0,ARS,FULFILLED,2025-06-04 20:07:41
1607,1045,1,,2995,168,40104.0,32400.0,6804.0,900.0,ARS,FULFILLED,2025-03-14 22:45:51
1608,594,2,4,1361,4,85377.6,70560.0,14817.6,0.0,ARS,FULFILLED,2025-05-19 08:22:29
1609,58,1,,1104,1138,18351.75,14175.0,2976.75,1200.0,ARS,FULFILLED,2025-05-18 22:01:21
1610,1008,2,4,776,4,109771.2,90720.0,19051.2,0.0,ARS,FULFILLED,2025-01-26 20:36:54
1611,1028,2,3,884,3,45534.72,37632.0,7902.72,0.0,ARS,FULFILLED,2024-05-15 07:49:41
1612,1024,2,4,2312,4,43560.0,36000.0,7560.0,0.0,ARS,FULFILLED,2025-05-03 21:26:57
1613,426,1,,2136,3148,31992.0,25200.0,5292.0,1500.0,ARS,REFUNDED,2024-12-14 06:44:16
1614,90,1,,1766,1434,38552.7,30870.0,6482.7,1200.0,ARS,FULFILLED,2025-06-01 13:36:48
1615,728,1,,2604,23,46554.75,38475.0,8079.75,0.0,ARS,PAID,2025-09-12 11:34:27
1616,294,1,,2182,1904,52627.5,42750.0,8977.5,900.0,ARS,FULFILLED,2024-04-03 06:06:39
1617,200,1,,566,2590,17208.3,13230.0,2778.3,1200.0,ARS,FULFILLED,2025-03-18 08:39:15
1618,676,2,2,448,2,49005.0,40500.0,8505.0,0.0,ARS,FULFILLED,2024-03-02 17:55:13
1619,694,1,,3106,2779,61095.0,49500.0,10395.0,1200.0,ARS,FULFILLED,2025-02-27 23:43:22
1620,800,2,4,310,4,34303.5,28350.0,5953.5,0.0,ARS,CANCELLED,2025-04-20 11:51:59
1621,1418,1,,1243,3079,14268.0,10800.0,2268.0,1200.0,ARS,FULFILLED,2025-05-11 03:49:23
1622,245,1,,2528,2574,42364.2,34020.0,7144.2,1200.0,ARS,FULFILLED,2024-04-10 21:13:20
1623,441,1,,1563,1272,40404.0,32400.0,6804.0,1200.0,ARS,FULFILLED,2025-05-18 02:56:07
1624,393,1,,186,1021,101932.5,83250.0,17482.5,1200.0,ARS,FULFILLED,2025-03-12 10:37:22
1625,1428,1,,1201,3186,53227.5,42750.0,8977.5,1500.0,ARS,FULFILLED,2025-09-18 17:05:46
1626,852,1,,1942,864,53361.0,44100.0,9261.0,0.0,ARS,REFUNDED,2024-07-02 20:39:04
1627,379,1,,47,2267,29088.0,22800.0,4788.0,1500.0,ARS,FULFILLED,2024-02-07 11:10:07
1628,653,1,,2828,3155,29659.2,23520.0,4939.2,1200.0,ARS,FULFILLED,2024-09-18 19:52:19
1629,230,1,,3050,1206,46638.0,37800.0,7938.0,900.0,ARS,FULFILLED,2025-07-12 20:41:02
1630,310,1,,56,1714,44760.0,36000.0,7560.0,1200.0,ARS,FULFILLED,2025-08-20 11:06:47
1631,689,1,,1954,1251,16335.0,13500.0,2835.0,0.0,ARS,CANCELLED,2025-07-29 01:46:45
1632,715,2,2,1547,2,27588.0,22800.0,4788.0,0.0,ARS,FULFILLED,2024-07-05 04:14:43
1633,520,1,,342,1353,51294.0,41400.0,8694.0,1200.0,ARS,FULFILLED,2025-08-14 06:04:16
1634,896,1,,971,89,53227.5,42750.0,8977.5,1500.0,ARS,FULFILLED,2025-07-28 23:00:52
1635,703,1,,3080,444,55350.0,45000.0,9450.0,900.0,ARS,FULFILLED,2025-07-14 07:08:01
1636,1365,2,3,1739,3,15246.0,12600.0,2646.0,0.0,ARS,PAID,2024-11-18 12:44:05
1637,746,2,2,,2,18150.0,15000.0,3150.0,0.0,ARS,REFUNDED,2024-12-28 05:24:55
1638,789,2,2,1178,2,45520.2,37620.0,7900.2,0.0,ARS,FULFILLED,2025-03-14 10:18:19
1639,77,1,,2207,61,28788.0,22800.0,4788.0,1200.0,ARS,PAID,2025-07-02 04:45:18
1640,953,1,,1520,2731,82875.0,67500.0,14175.0,1200.0,ARS,CREATED,2024-06-12 05:27:09
1641,515,1,,548,2994,15420.0,12000.0,2520.0,900.0,ARS,REFUNDED,2024-09-27 18:22:10
1642,1066,1,,2218,272,30240.0,24000.0,5040.0,1200.0,ARS,FULFILLED,2024-08-27 12:08:33
1643,1081,1,,1087,627,93774.6,76260.0,16014.6,1500.0,ARS,FULFILLED,2024-04-29 15:01:23
1644,1232,1,,868,3038,44351.1,35910.0,7541.1,900.0,ARS,FULFILLED,2024-10-31 11:02:12
1645,585,2,4,2349,4,34485.0,28500.0,5985.0,0.0,ARS,FULFILLED,2024-07-14 02:01:16
1646,624,2,1,2020,1,39930.0,33000.0,6930.0,0.0,ARS,FULFILLED,2025-03-26 15:55:13
1647,931,2,1,2911,1,36300.0,30000.0,6300.0,0.0,ARS,PAID,2024-03-17 01:36:25
1648,932,1,,859,48,37437.0,29700.0,6237.0,1500.0,ARS,PAID,2024-07-22 04:23:13
1649,930,1,,1166,2954,14994.0,11400.0,2394.0,1200.0,ARS,FULFILLED,2024-02-09 19:36:19
1650,1114,2,3,407,3,14229.6,11760.0,2469.6,0.0,ARS,FULFILLED,2025-03-11 02:07:53
1651,746,1,,2635,1384,46720.2,37620.0,7900.2,1200.0,ARS,PAID,2024-01-12 12:43:21
1652,1306,1,,2976,283,27588.0,22800.0,4788.0,0.0,ARS,FULFILLED,2025-08-18 13:56:58
1653,741,1,,498,228,27636.0,21600.0,4536.0,1500.0,ARS,FULFILLED,2024-01-09 21:06:57
1654,1305,2,4,2707,4,48024.9,39690.0,8334.9,0.0,ARS,REFUNDED,2025-04-30 16:56:52
1655,435,1,,1683,2630,42427.2,34320.0,7207.2,900.0,ARS,CANCELLED,2025-03-09 16:49:00
1656,217,2,2,,2,35937.0,29700.0,6237.0,0.0,ARS,FULFILLED,2024-12-29 16:20:50
1657,944,2,3,2224,3,70422.0,58200.0,12222.0,0.0,ARS,PAID,2025-05-27 22:49:48
1658,595,2,1,412,1,28314.0,23400.0,4914.0,0.0,ARS,FULFILLED,2024-12-03 02:39:43
1659,156,2,2,2981,2,26136.0,21600.0,4536.0,0.0,ARS,FULFILLED,2024-01-09 04:13:18
1660,1323,2,2,2183,2,76230.0,63000.0,13230.0,0.0,ARS,FULFILLED,2025-06-16 00:22:29
1661,1345,1,,261,2182,18687.0,14700.0,3087.0,900.0,ARS,CREATED,2024-05-31 19:39:18
1662,860,1,,2629,2180,27636.0,21600.0,4536.0,1500.0,ARS,FULFILLED,2024-01-26 04:14:34
1663,136,2,1,5,1,26136.0,21600.0,4536.0,0.0,ARS,FULFILLED,2024-07-23 04:17:27
1664,1460,2,1,405,1,58806.0,48600.0,10206.0,0.0,ARS,REFUNDED,2024-10-03 09:04:49
1665,23,1,,2925,2468,13968.0,10800.0,2268.0,900.0,ARS,FULFILLED,2024-11-15 10:13:26
1666,258,1,,1226,728,14994.0,11400.0,2394.0,1200.0,ARS,FULFILLED,2024-04-07 17:18:22
1667,1343,2,4,1159,4,53215.8,43980.0,9235.8,0.0,ARS,FULFILLED,2024-02-16 19:59:46
1668,311,1,,40,1646,74008.2,60420.0,12688.2,900.0,ARS,FULFILLED,2024-04-12 10:27:35
1669,662,1,,1776,500,14568.0,10800.0,2268.0,1500.0,ARS,FULFILLED,2024-10-01 12:01:24
1670,538,2,1,173,1,13068.0,10800.0,2268.0,0.0,ARS,PAID,2024-05-14 21:12:03
1671,1212,1,,2220,2204,15652.56,12936.0,2716.56,0.0,ARS,FULFILLED,2024-10-10 23:06:01
1672,282,2,1,197,1,35574.0,29400.0,6174.0,0.0,ARS,CANCELLED,2025-03-03 07:46:09
1673,1248,1,,3064,1055,49905.0,40500.0,8505.0,900.0,ARS,CREATED,2024-02-13 02:58:13
1674,294,2,3,,3,30346.8,25080.0,5266.8,0.0,ARS,FULFILLED,2024-11-05 06:58:50
1675,1148,1,,825,980,55350.0,45000.0,9450.0,900.0,ARS,PAID,2024-03-26 12:16:55
1676,475,1,,1422,372,52927.5,42750.0,8977.5,1200.0,ARS,FULFILLED,2025-03-11 17:38:24
1677,1492,1,,1614,2033,50268.0,40800.0,8568.0,900.0,ARS,PAID,2025-08-30 13:40:28
1678,1004,1,,704,2863,44881.08,36348.0,7633.08,900.0,ARS,FULFILLED,2024-11-14 04:45:24
1679,427,1,,,682,71503.5,58350.0,12253.5,900.0,ARS,FULFILLED,2025-05-21 05:59:44
1680,1490,1,,26,2382,45004.5,36450.0,7654.5,900.0,ARS,FULFILLED,2025-01-29 08:47:55
1681,1403,1,,,1818,30167.4,23940.0,5027.4,1200.0,ARS,PAID,2024-11-24 16:23:26
1682,142,1,,3146,2176,29940.0,24000.0,5040.0,900.0,ARS,FULFILLED,2024-04-12 00:53:55
1683,890,2,3,,3,43451.1,35910.0,7541.1,0.0,ARS,FULFILLED,2025-07-17 23:56:29
1684,1265,1,,2925,2865,33144.0,26400.0,5544.0,1200.0,ARS,FULFILLED,2024-12-18 03:41:49
1685,612,1,,2153,2296,57229.05,46305.0,9724.05,1200.0,ARS,FULFILLED,2024-03-03 01:57:31
1686,166,1,,2332,2835,15518.25,12825.0,2693.25,0.0,ARS,CANCELLED,2024-01-08 10:34:26
1687,330,2,2,2141,2,76484.1,63210.0,13274.1,0.0,ARS,FULFILLED,2024-06-01 16:06:43
1688,1467,2,3,987,3,19965.0,16500.0,3465.0,0.0,ARS,REFUNDED,2024-06-24 19:39:35
1689,899,1,,1987,186,69502.08,56448.0,11854.08,1200.0,ARS,FULFILLED,2025-02-09 15:46:17
1690,728,1,,1922,1573,29959.2,23520.0,4939.2,1500.0,ARS,PAID,2024-09-14 23:30:32
1691,1097,2,3,1262,3,65267.4,53940.0,11327.4,0.0,ARS,PAID,2024-05-26 23:09:01
1692,1003,1,,1493,67,18651.75,14175.0,2976.75,1500.0,ARS,PAID,2025-02-26 01:59:19
1693,1147,2,3,2541,3,15246.0,12600.0,2646.0,0.0,ARS,FULFILLED,2024-07-15 08:20:10
1694,747,2,4,85,4,123619.65,102165.0,21454.65,0.0,ARS,FULFILLED,2024-09-05 19:53:47
1695,956,2,4,1785,4,18104.62,14962.5,3142.12,0.0,ARS,REFUNDED,2025-01-09 20:46:07
1696,379,2,4,2297,4,34303.5,28350.0,5953.5,0.0,ARS,FULFILLED,2024-01-29 04:59:53
1697,115,1,,3058,2751,38852.7,30870.0,6482.7,1500.0,ARS,FULFILLED,2024-12-14 02:57:08
1698,293,1,,1450,2587,38552.7,30870.0,6482.7,1200.0,ARS,PAID,2025-03-13 01:21:15
1699,1002,2,2,1190,2,132930.6,109860.0,23070.6,0.0,ARS,FULFILLED,2025-04-01 23:31:03
1700,1015,2,1,1208,1,37933.5,31350.0,6583.5,0.0,ARS,FULFILLED,2025-08-11 12:23:24
1701,126,1,,,2182,67147.5,54750.0,11497.5,900.0,ARS,PAID,2025-01-24 16:23:56
1702,946,1,,595,1853,15294.0,11400.0,2394.0,1500.0,ARS,FULFILLED,2024-08-18 01:07:20
1703,1005,1,,2314,1275,16335.0,13500.0,2835.0,0.0,ARS,FULFILLED,2025-07-29 04:01:25
1704,1018,1,,74,3188,27036.0,21600.0,4536.0,900.0,ARS,FULFILLED,2024-11-02 09:11:06
1705,333,2,4,352,4,28459.2,23520.0,4939.2,0.0,ARS,REFUNDED,2024-06-23 22:23:34
1706,77,2,3,1573,3,19565.7,16170.0,3395.7,0.0,ARS,REFUNDED,2025-02-12 23:50:55
1707,493,1,,1814,272,56029.05,46305.0,9724.05,0.0,ARS,FULFILLED,2025-04-02 02:53:52
1708,793,2,4,,4,85359.45,70545.0,14814.45,0.0,ARS,PAID,2024-08-15 01:10:46
1709,864,2,3,,3,13794.0,11400.0,2394.0,0.0,ARS,FULFILLED,2024-08-20 19:26:17
1710,982,2,3,2663,3,49005.0,40500.0,8505.0,0.0,ARS,FULFILLED,2024-06-24 04:13:08
1711,146,1,,1700,1034,44460.0,36000.0,7560.0,900.0,ARS,FULFILLED,2024-10-06 10:50:50
1712,10,2,4,2204,4,70422.0,58200.0,12222.0,0.0,ARS,PAID,2024-06-21 11:53:12
1713,174,1,,1879,2817,31546.8,25080.0,5266.8,1200.0,ARS,PAID,2024-10-07 21:31:19
1714,210,1,,3019,3055,36774.0,29400.0,6174.0,1200.0,ARS,FULFILLED,2025-09-04 10:31:03
1715,1326,2,3,891,3,14229.6,11760.0,2469.6,0.0,ARS,CANCELLED,2025-06-12 17:48:29
1716,1032,2,3,997,3,71583.6,59160.0,12423.6,0.0,ARS,FULFILLED,2025-01-11 01:49:35
1717,708,1,,794,2103,40104.0,32400.0,6804.0,900.0,ARS,FULFILLED,2024-12-07 20:11:21
1718,956,1,,825,1478,15420.0,12000.0,2520.0,900.0,ARS,FULFILLED,2024-09-16 01:39:46
1719,1468,1,,1988,2103,86442.0,70200.0,14742.0,1500.0,ARS,PAID,2024-03-05 19:02:19
1720,182,1,,3055,280,42688.8,35280.0,7408.8,0.0,ARS,FULFILLED,2024-10-03 04:28:32
1721,295,2,2,1930,2,53542.5,44250.0,9292.5,0.0,ARS,CANCELLED,2024-10-08 17:35:48
1722,1388,2,4,1695,4,66973.5,55350.0,11623.5,0.0,ARS,FULFILLED,2025-05-07 20:59:19
1723,282,1,,2640,2129,27442.8,22680.0,4762.8,0.0,ARS,FULFILLED,2025-07-31 08:37:51
1724,1365,1,,1646,2419,41382.0,34200.0,7182.0,0.0,ARS,FULFILLED,2025-08-12 23:48:08
1725,505,2,2,820,2,31305.12,25872.0,5433.12,0.0,ARS,FULFILLED,2025-07-22 02:43:33
1726,774,1,,616,2413,57402.0,46200.0,9702.0,1500.0,ARS,PAID,2025-04-17 22:36:12
1727,504,1,,2686,80,29359.2,23520.0,4939.2,900.0,ARS,FULFILLED,2025-05-24 11:25:14
1728,748,1,,,1555,42582.0,34200.0,7182.0,1200.0,ARS,FULFILLED,2024-04-13 15:20:56
1729,479,2,1,3199,1,28459.2,23520.0,4939.2,0.0,ARS,CREATED,2025-05-26 18:22:21
1730,975,1,,2828,2769,97675.8,79980.0,16795.8,900.0,ARS,FULFILLED,2025-09-07 19:04:46
1731,156,1,,2220,96,15429.6,11760.0,2469.6,1200.0,ARS,FULFILLED,2025-07-01 11:45:29
1732,380,2,4,,4,34485.0,28500.0,5985.0,0.0,ARS,FULFILLED,2025-07-13 03:49:23
1733,823,1,,2941,2567,15429.6,11760.0,2469.6,1200.0,ARS,FULFILLED,2025-07-24 14:18:28
1734,561,2,1,1220,1,83853.0,69300.0,14553.0,0.0,ARS,FULFILLED,2024-07-18 04:52:11
1735,40,1,,2572,3031,98677.68,80808.0,16969.68,900.0,ARS,FULFILLED,2024-02-20 08:51:52
1736,270,2,1,,1,14483.7,11970.0,2513.7,0.0,ARS,FULFILLED,2025-05-13 15:55:02
1737,557,1,,,209,16446.0,12600.0,2646.0,1200.0,ARS,FULFILLED,2024-07-24 15:22:53
1738,303,2,1,2483,1,49985.1,41310.0,8675.1,0.0,ARS,FULFILLED,2024-06-14 00:46:55
1739,345,1,,481,2640,15429.6,11760.0,2469.6,1200.0,ARS,PAID,2024-09-02 07:00:12
1740,676,2,2,2793,2,30492.0,25200.0,5292.0,0.0,ARS,FULFILLED,2024-04-19 06:58:35
1741,1373,2,3,653,3,35574.0,29400.0,6174.0,0.0,ARS,FULFILLED,2024-12-09 17:42:55
1742,564,2,3,2954,3,51001.5,42150.0,8851.5,0.0,ARS,FULFILLED,2024-04-26 13:38:45
1743,182,2,3,94,3,53361.0,44100.0,9261.0,0.0,ARS,FULFILLED,2024-05-24 06:59:29
1744,216,2,4,429,4,54450.0,45000.0,9450.0,0.0,ARS,FULFILLED,2024-05-07 11:39:47
1745,752,1,,885,488,43888.8,35280.0,7408.8,1200.0,ARS,FULFILLED,2025-08-20 08:23:27
1746,413,1,,,2253,27551.7,22770.0,4781.7,0.0,ARS,FULFILLED,2025-01-03 01:52:42
1747,1384,1,,3034,490,28488.0,22800.0,4788.0,900.0,ARS,PAID,2024-10-01 06:17:37
1748,478,2,4,1393,4,14229.6,11760.0,2469.6,0.0,ARS,PAID,2024-01-13 14:01:52
1749,1049,1,,598,1712,73800.0,60000.0,12600.0,1200.0,ARS,PAID,2024-03-03 07:42:28
1750,1271,1,,1739,2938,40104.0,32400.0,6804.0,900.0,ARS,FULFILLED,2024-05-02 06:59:36
1751,471,2,1,1852,1,121350.9,100290.0,21060.9,0.0,ARS,CANCELLED,2024-08-07 10:00:28
1752,650,2,4,,4,25613.28,21168.0,4445.28,0.0,ARS,FULFILLED,2025-02-18 14:29:59
1753,685,2,4,169,4,88935.0,73500.0,15435.0,0.0,ARS,FULFILLED,2024-07-28 14:19:13
1754,936,1,,1844,195,28788.0,22800.0,4788.0,1200.0,ARS,FULFILLED,2025-05-29 11:06:14
1755,1189,1,,2320,555,19350.0,15000.0,3150.0,1200.0,ARS,FULFILLED,2025-08-05 09:02:50
1756,1130,1,,2341,2832,89298.0,73800.0,15498.0,0.0,ARS,FULFILLED,2024-10-03 14:53:11
1757,233,1,,,470,25022.4,19440.0,4082.4,1500.0,ARS,FULFILLED,2025-05-13 05:04:58
1758,626,1,,622,835,14621.4,11340.0,2381.4,900.0,ARS,FULFILLED,2025-02-26 15:53:56
1759,545,2,4,2645,4,75867.0,62700.0,13167.0,0.0,ARS,PAID,2024-01-05 16:43:34
1760,147,2,4,,4,43560.0,36000.0,7560.0,0.0,ARS,FULFILLED,2024-07-04 11:22:04
1761,946,1,,2400,3181,29867.4,23940.0,5027.4,900.0,ARS,FULFILLED,2024-12-19 16:21:28
1762,267,2,1,,1,31944.0,26400.0,5544.0,0.0,ARS,FULFILLED,2025-07-03 09:40:50
1763,1200,2,1,97,1,29403.0,24300.0,5103.0,0.0,ARS,REFUNDED,2024-12-01 04:04:37
1764,106,2,2,2314,2,85377.6,70560.0,14817.6,0.0,ARS,FULFILLED,2025-09-25 09:48:56
1765,656,1,,2216,1567,44760.0,36000.0,7560.0,1200.0,ARS,FULFILLED,2025-02-03 09:51:04
1766,1324,2,4,974,4,14229.6,11760.0,2469.6,0.0,ARS,FULFILLED,2025-02-20 16:10:37
1767,1133,2,2,820,2,34485.0,28500.0,5985.0,0.0,ARS,FULFILLED,2024-08-05 06:06:02
1768,921,2,4,,4,43451.1,35910.0,7541.1,0.0,ARS,FULFILLED,2024-06-29 11:14:37
1769,16,1,,2350,2044,44188.8,35280.0,7408.8,1500.0,ARS,FULFILLED,2024-05-25 21:46:53
1770,1099,1,,,3119,14694.0,11400.0,2394.0,900.0,ARS,FULFILLED,2024-08-18 09:29:02
1771,920,2,3,983,3,49005.0,40500.0,8505.0,0.0,ARS,FULFILLED,2024-02-26 05:01:48
