order_item_key,customer_key,channel_key,store_key,product_key,quantity,unit_price,order_date
1223,592,1,,1,3,12000.0,2024-02-11 23:20:43
1224,592,1,,2,2,15750.0,2024-02-11 23:20:43
1225,797,1,,2,2,15000.0,2025-04-13 09:47:51
1226,797,1,,2,2,16500.0,2025-04-13 09:47:51
1227,1287,1,,1,2,12000.0,2024-02-01 23:45:14
1228,405,1,,1,3,12000.0,2024-12-05 10:40:54
1229,1023,1,,1,3,12000.0,2024-12-12 12:39:07
1230,1023,1,,2,3,16500.0,2024-12-12 12:39:07
1231,649,1,,1,3,10800.0,2025-04-05 05:46:11
1232,772,2,4,1,2,10800.0,2025-06-09 09:53:26
1233,1290,2,1,1,1,10800.0,2024-07-18 18:14:39
1234,1001,1,,2,2,15000.0,2024-12-10 04:54:20
1235,611,1,,1,1,10800.0,2024-08-17 18:57:35
1236,1414,1,,2,1,15000.0,2024-07-01 22:25:48
1237,888,1,,1,1,13200.0,2025-03-18 04:01:06
1238,40,1,,1,1,13200.0,2024-12-15 04:55:45
1239,186,1,,1,2,12000.0,2025-02-16 04:43:37
1240,58,2,3,1,1,12000.0,2024-01-09 03:23:32
1241,58,2,3,2,1,15750.0,2024-01-09 03:23:32
1242,1072,1,,2,3,15000.0,2025-05-30 09:17:33
1243,818,1,,1,3,12000.0,2024-01-15 01:51:31
1244,1267,2,4,1,3,12000.0,2025-04-01 13:35:29
1245,1101,2,1,1,1,12000.0,2024-06-06 16:15:37
1246,1466,2,2,1,1,12000.0,2024-05-20 18:44:18
1247,1471,2,2,2,3,13500.0,2024-01-04 02:15:28
1248,1471,2,2,2,1,15000.0,2024-01-04 02:15:28
1249,4,2,4,2,3,15000.0,2024-04-23 12:39:53
1250,4,2,4,2,3,16500.0,2024-04-23 12:39:53
1251,142,2,4,2,3,15000.0,2024-01-31 07:24:09
1252,1018,2,3,1,3,12600.0,2024-04-24 04:26:16
1253,1305,1,,2,3,15000.0,2025-01-18 18:09:25
1254,174,2,4,1,1,12000.0,2024-12-04 05:50:44
1255,371,2,4,1,3,10800.0,2025-07-23 23:08:25
1256,1174,1,,1,2,12600.0,2024-04-25 00:14:03
1257,1174,1,,2,1,15750.0,2024-04-25 00:14:03
1258,640,2,4,1,1,12000.0,2025-09-29 22:42:10
1259,640,2,4,2,2,15000.0,2025-09-29 22:42:10
1260,58,2,1,2,3,15000.0,2025-09-08 11:08:21
1261,494,1,,2,3,15000.0,2024-06-10 01:15:33
1262,1416,1,,1,2,12000.0,2024-08-10 20:12:38
1263,680,1,,1,2,10800.0,2025-04-03 13:31:55
1264,693,1,,1,3,10800.0,2024-10-31 00:38:06
1265,728,2,2,1,2,12000.0,2025-06-22 22:39:41
1266,1011,1,,1,2,12000.0,2024-04-01 19:42:43
1267,787,2,1,1,3,10800.0,2025-08-15 16:29:48
1268,787,2,1,1,3,13200.0,2025-08-15 16:29:48
1269,564,1,,1,1,12000.0,2025-04-28 00:53:32
1270,509,1,,2,1,15750.0,2025-09-09 12:46:39
1271,1280,2,3,1,1,12000.0,2025-07-31 05:26:39
1272,1119,2,1,2,3,15750.0,2024-11-11 07:14:14
1273,1393,1,,1,3,12600.0,2025-07-10 14:50:22
1274,1392,1,,1,2,12600.0,2024-08-28 22:49:48
1275,331,2,3,2,2,15750.0,2024-03-31 00:18:52
1276,331,2,3,2,2,16500.0,2024-03-31 00:18:52
1277,16,1,,1,1,12600.0,2024-04-16 15:28:04
1278,16,1,,2,3,15000.0,2024-04-16 15:28:04
1279,655,1,,2,2,15000.0,2025-09-20 04:52:14
1280,1220,1,,2,1,13500.0,2024-04-12 23:16:41
1281,833,1,,1,2,12000.0,2025-03-04 12:00:17
1282,1418,1,,2,1,15750.0,2025-09-14 19:31:02
1283,671,2,2,2,3,15000.0,2024-07-23 04:42:52
1284,727,2,3,1,3,12000.0,2024-01-22 17:31:47
1285,734,1,,1,2,10800.0,2025-06-04 01:17:36
1286,734,1,,1,3,12000.0,2025-06-04 01:17:36
1287,1158,1,,2,2,15750.0,2024-09-13 15:05:39
1288,635,2,1,2,1,15000.0,2025-09-01 05:08:27
1289,635,2,1,2,1,15750.0,2025-09-01 05:08:27
1290,549,1,,2,1,15750.0,2025-05-14 17:58:54
1291,863,2,4,1,2,12600.0,2025-05-13 18:35:55
1292,863,2,4,1,3,12000.0,2025-05-13 18:35:55
1293,917,2,1,1,1,12600.0,2024-07-02 23:06:04
1294,884,1,,1,3,12600.0,2024-07-24 16:18:32
1295,783,1,,1,3,12000.0,2024-10-31 17:46:23
1296,1080,2,4,2,3,15750.0,2025-01-28 04:01:41
1297,1080,2,4,2,1,15000.0,2025-01-28 04:01:41
1298,195,1,,2,3,15750.0,2024-04-08 05:41:12
1299,81,2,1,1,2,12600.0,2024-04-13 01:23:15
1300,81,2,1,2,3,15750.0,2024-04-13 01:23:15
1301,299,2,4,1,2,13200.0,2024-12-24 19:03:20
1302,299,2,4,1,2,12600.0,2024-12-24 19:03:20
1303,293,1,,1,2,10800.0,2024-03-26 19:35:01
1304,293,1,,1,2,10800.0,2024-03-26 19:35:01
1305,293,1,,1,3,12000.0,2024-03-26 19:35:01
1306,1318,2,2,1,2,12000.0,2025-08-03 14:09:41
1307,1318,2,2,2,2,15000.0,2025-08-03 14:09:41
1308,1176,1,,1,2,12600.0,2024-04-25 08:31:28
1309,435,2,2,1,2,10800.0,2025-09-05 22:16:32
1310,1209,2,1,1,1,13200.0,2025-03-03 06:28:35
1311,664,2,2,2,1,15000.0,2024-10-17 20:44:32
1312,664,2,2,2,1,15000.0,2024-10-17 20:44:32
1313,1375,1,,1,2,12000.0,2024-04-06 04:39:36
1314,866,1,,2,3,15000.0,2025-09-22 12:19:07
1315,582,1,,2,3,15000.0,2024-08-05 01:47:14
1316,582,1,,1,2,10800.0,2024-08-05 01:47:14
1317,505,2,3,1,2,13200.0,2024-02-11 23:49:32
1318,353,2,2,1,3,12000.0,2025-05-21 08:38:03
1319,990,1,,1,1,12000.0,2024-02-08 03:58:07
1320,648,1,,2,2,15000.0,2024-12-07 11:18:23
1321,596,1,,2,2,15000.0,2025-09-25 09:07:29
1322,596,1,,2,3,16500.0,2025-09-25 09:07:29
1323,276,1,,1,3,12000.0,2024-08-13 13:04:45
1324,478,1,,2,3,15000.0,2024-12-01 16:04:54
1325,1207,2,4,2,1,15000.0,2024-07-09 10:28:57
1326,533,1,,1,1,10800.0,2024-09-20 12:49:30
1327,1393,2,4,2,1,15000.0,2025-07-25 15:40:57
1328,1393,2,4,2,3,15000.0,2025-07-25 15:40:57
1329,843,1,,1,3,13200.0,2024-09-06 15:43:01
1330,843,1,,1,2,12000.0,2024-09-06 15:43:01
1331,252,2,1,2,1,15000.0,2025-09-04 18:59:55
1332,252,2,1,1,2,12600.0,2025-09-04 18:59:55
1333,787,2,1,1,2,12000.0,2024-09-13 06:57:11
1334,787,2,1,1,3,10800.0,2024-09-13 06:57:11
1335,16,1,,2,2,15000.0,2024-05-16 03:07:42
1336,324,1,,2,3,15000.0,2025-07-28 08:44:24
1337,601,2,1,2,1,15000.0,2025-09-12 03:32:48
1338,601,2,1,2,1,15000.0,2025-09-12 03:32:48
1339,1368,2,1,1,2,12000.0,2024-03-01 20:38:09
1340,1368,2,1,2,2,15000.0,2024-03-01 20:38:09
1341,1306,2,2,2,2,15000.0,2024-02-09 21:39:26
1342,339,1,,1,3,12000.0,2025-05-18 19:08:41
1343,1108,2,2,2,2,13500.0,2024-09-22 23:47:12
1344,1154,1,,1,2,12000.0,2024-11-06 20:28:49
1345,527,1,,2,2,16500.0,2024-12-31 16:35:11
1346,527,1,,2,3,15000.0,2024-12-31 16:35:11
1347,319,1,,2,2,15000.0,2024-08-17 20:07:16
1348,319,1,,2,3,15750.0,2024-08-17 20:07:16
1349,756,2,4,1,1,10800.0,2024-10-13 18:14:16
1350,756,2,4,2,1,15000.0,2024-10-13 18:14:16
1351,299,1,,2,1,15000.0,2025-04-25 19:31:15
1352,317,1,,2,3,16500.0,2024-11-11 21:00:31
1353,917,2,3,2,1,15000.0,2024-12-10 20:22:24
1354,1378,2,1,1,2,12000.0,2024-11-28 14:18:21
1355,416,1,,2,2,15000.0,2024-10-18 22:00:32
1356,962,1,,1,2,10800.0,2025-06-22 04:17:48
1357,453,1,,2,2,13500.0,2024-01-10 17:57:28
1358,113,1,,1,2,12000.0,2024-07-19 19:57:17
1359,645,1,,2,3,15000.0,2024-01-05 17:31:50
1360,1212,1,,2,3,15000.0,2024-04-06 22:44:29
1361,468,2,4,1,3,13200.0,2024-11-25 19:07:27
1362,183,1,,1,3,12600.0,2024-06-26 13:01:56
1363,183,1,,2,1,15000.0,2024-06-26 13:01:56
1364,1096,1,,2,1,15750.0,2025-05-12 01:13:34
1365,1436,2,1,1,3,12000.0,2024-11-11 17:34:00
1366,1436,2,1,1,2,10800.0,2024-11-11 17:34:00
1367,1404,1,,1,2,12000.0,2024-07-07 09:58:46
1368,134,1,,1,2,12000.0,2024-02-26 16:03:30
1369,691,1,,1,3,12000.0,2024-07-25 08:04:06
1370,92,1,,2,3,15000.0,2025-02-26 11:46:16
1371,92,1,,2,3,15000.0,2025-02-26 11:46:16
1372,1288,1,,2,1,15750.0,2025-02-12 05:06:59
1373,918,1,,1,1,10800.0,2025-03-09 17:55:20
1374,370,1,,2,2,15000.0,2024-01-25 18:14:34
1375,370,1,,1,1,12000.0,2024-01-25 18:14:34
1376,1206,1,,1,1,12000.0,2025-02-18 02:57:40
1377,1206,1,,1,1,12000.0,2025-02-18 02:57:40
1378,104,2,2,2,2,15000.0,2025-02-10 16:48:59
1379,1356,2,2,2,2,15000.0,2024-09-15 13:19:53
1380,1356,2,2,1,2,10800.0,2024-09-15 13:19:53
1381,1059,1,,1,3,12600.0,2025-03-11 09:20:08
1382,1059,1,,2,1,15000.0,2025-03-11 09:20:08
1383,1059,1,,1,1,12600.0,2025-03-11 09:20:08
1384,642,1,,1,3,10800.0,2025-09-05 08:18:11
1385,138,1,,2,2,16500.0,2024-02-06 12:08:47
1386,138,1,,1,2,12000.0,2024-02-06 12:08:47
1387,484,2,4,1,3,12000.0,2024-04-17 23:15:30
1388,888,1,,1,2,13200.0,2024-09-12 03:59:39
1389,264,2,2,2,2,13500.0,2025-04-29 22:44:59
1390,1409,1,,1,3,12000.0,2024-10-30 09:47:12
1391,1072,2,4,1,2,12000.0,2025-02-11 18:11:21
1392,417,1,,1,2,10800.0,2025-08-26 03:20:15
1393,642,1,,1,2,12600.0,2024-08-02 08:09:59
1394,1047,1,,1,3,12000.0,2025-09-18 11:36:18
1395,1047,1,,1,3,12000.0,2025-09-18 11:36:18
1396,1412,1,,2,2,15750.0,2024-01-30 13:45:33
1397,1394,1,,1,3,10800.0,2025-08-31 15:04:31
1398,1394,1,,1,1,12000.0,2025-08-31 15:04:31
1399,1215,2,1,2,3,15000.0,2024-02-01 11:34:34
1400,1215,2,1,2,3,15750.0,2024-02-01 11:34:34
1401,649,2,1,2,1,15750.0,2024-10-21 19:14:39
1402,1031,2,1,1,2,12000.0,2024-05-21 00:43:41
1403,315,1,,1,1,12000.0,2025-05-23 09:14:39
1404,1076,2,4,2,1,16500.0,2024-06-14 00:24:10
1405,1076,2,4,2,1,13500.0,2024-06-14 00:24:10
1406,1245,2,1,1,1,12000.0,2024-02-21 21:54:55
1407,679,1,,2,1,15000.0,2025-08-26 19:06:37
1408,248,1,,1,2,12000.0,2025-09-08 07:18:48
1409,958,1,,1,2,12000.0,2024-05-03 15:34:20
1410,740,2,4,1,1,13200.0,2024-12-16 13:02:33
1411,740,2,4,1,3,12000.0,2024-12-16 13:02:33
1412,740,2,4,1,1,12000.0,2024-12-16 13:02:33
1413,800,1,,2,2,15000.0,2025-03-12 09:27:41
1414,1427,2,1,1,1,12000.0,2025-03-30 11:24:40
1415,1427,2,1,2,2,16500.0,2025-03-30 11:24:40
1416,1379,1,,2,2,15000.0,2024-07-07 08:32:55
1417,54,1,,2,3,15000.0,2025-03-16 10:39:24
1418,54,1,,1,3,12000.0,2025-03-16 10:39:24
1419,66,1,,2,1,15750.0,2024-06-26 22:26:43
1420,66,1,,2,1,15000.0,2024-06-26 22:26:43
1421,447,2,3,2,3,16500.0,2024-02-10 05:12:19
1422,1351,1,,2,3,15750.0,2025-01-10 18:00:54
1423,161,1,,2,1,15000.0,2024-06-02 18:15:06
1424,545,1,,1,3,12000.0,2024-11-21 10:55:52
1425,545,1,,1,1,12600.0,2024-11-21 10:55:52
1426,545,1,,2,2,15000.0,2024-11-21 10:55:52
1427,1248,1,,2,2,13500.0,2025-02-11 19:24:28
1428,513,2,3,2,3,13500.0,2025-02-24 18:40:07
1429,397,1,,1,1,12000.0,2024-12-16 11:38:33
1430,1015,1,,1,2,10800.0,2024-01-13 16:52:43
1431,1015,1,,1,2,12000.0,2024-01-13 16:52:43
1432,1200,1,,1,3,13200.0,2024-10-26 04:56:11
1433,23,1,,1,2,13200.0,2024-02-01 03:44:03
1434,1029,1,,2,3,15000.0,2024-10-08 14:28:12
1435,819,1,,1,3,13200.0,2024-02-20 09:20:54
1436,494,1,,2,2,15000.0,2024-04-29 16:23:38
1437,494,1,,1,2,12000.0,2024-04-29 16:23:38
1438,1406,2,1,1,2,12000.0,2025-08-23 14:12:24
1439,1177,1,,2,3,13500.0,2025-07-31 16:51:50
1440,1234,1,,1,1,10800.0,2025-09-21 13:53:08
1441,520,1,,1,3,12000.0,2025-09-14 04:22:24
1442,810,2,2,2,2,13500.0,2024-10-11 07:45:19
1443,468,1,,1,2,12600.0,2024-12-19 11:26:00
1444,1331,2,3,1,3,12000.0,2025-03-27 22:31:44
1445,1331,2,3,1,1,12000.0,2025-03-27 22:31:44
1446,145,2,4,1,2,12600.0,2025-04-18 02:56:01
1447,39,1,,1,1,12000.0,2025-03-30 03:31:10
1448,175,1,,1,3,12000.0,2024-01-26 19:56:48
1449,175,1,,2,1,13500.0,2024-01-26 19:56:48
1450,276,2,3,2,1,15000.0,2024-04-18 10:31:21
1451,1054,1,,2,3,16500.0,2024-07-20 13:08:46
1452,1054,1,,2,1,15750.0,2024-07-20 13:08:46
1453,690,2,2,1,1,12000.0,2025-06-10 06:56:21
1454,828,1,,1,2,12000.0,2025-07-19 10:48:12
1455,302,2,4,2,2,16500.0,2024-03-29 23:01:11
1456,302,2,4,2,3,15000.0,2024-03-29 23:01:11
1457,302,2,4,1,2,12000.0,2024-03-29 23:01:11
1458,604,1,,1,1,10800.0,2024-07-07 21:55:23
1459,298,1,,1,1,13200.0,2024-02-06 21:06:40
1460,887,2,3,2,1,15000.0,2025-07-02 09:29:17
1461,1083,1,,2,2,15000.0,2024-12-06 14:20:58
1462,859,1,,2,3,15000.0,2024-11-03 06:37:27
1463,220,2,4,1,3,13200.0,2024-08-24 14:58:25
1464,774,2,2,2,3,13500.0,2024-07-11 22:50:31
1465,547,1,,1,2,12000.0,2024-08-03 10:23:07
1466,1127,2,2,1,2,10800.0,2024-07-25 06:04:17
1467,1127,2,2,1,3,12000.0,2024-07-25 06:04:17
1468,839,1,,1,2,12000.0,2025-03-08 11:04:27
1469,771,2,3,2,1,15750.0,2025-07-23 23:17:20
1470,1296,2,4,2,3,15000.0,2025-05-06 20:16:40
1471,447,1,,2,1,13500.0,2025-04-22 22:52:56
1472,447,1,,1,3,12000.0,2025-04-22 22:52:56
1473,158,2,3,2,2,16500.0,2024-06-05 19:05:55
1474,1169,1,,1,3,13200.0,2025-08-06 02:48:52
1475,1010,2,4,1,2,12000.0,2025-06-14 07:22:03
1476,758,2,1,1,1,12600.0,2025-01-28 20:01:31
1477,974,2,2,2,2,15000.0,2024-02-16 12:10:07
1478,978,2,2,1,3,12600.0,2025-05-18 20:08:21
1479,447,2,4,1,2,13200.0,2024-03-13 23:39:40
1480,660,1,,1,1,12000.0,2024-08-22 23:59:05
1481,660,1,,1,1,12600.0,2024-08-22 23:59:05
1482,918,2,3,1,1,13200.0,2024-10-10 00:48:19
1483,1015,1,,1,3,12600.0,2025-04-18 00:12:37
1484,641,1,,2,1,15000.0,2025-08-03 05:23:24
1485,1184,1,,1,3,12600.0,2024-11-17 15:00:32
1486,1355,1,,1,3,12000.0,2024-10-11 02:04:48
1487,1399,2,3,1,2,10800.0,2024-10-26 22:44:44
1488,333,2,1,1,3,13200.0,2024-10-05 19:13:54
1489,333,2,1,1,1,12000.0,2024-10-05 19:13:54
1490,214,2,1,1,2,12000.0,2025-09-13 02:33:24
1491,1010,2,3,2,1,16500.0,2025-03-26 22:48:04
1492,531,2,2,1,1,12600.0,2025-03-06 10:07:17
1493,232,1,,1,2,12600.0,2025-05-20 02:53:01
1494,545,1,,2,3,15750.0,2025-09-28 08:40:12
1495,414,1,,2,1,15000.0,2024-04-13 06:34:55
1496,14,1,,2,1,15000.0,2024-11-14 23:08:34
1497,1059,1,,2,2,15000.0,2025-06-18 14:03:40
1498,1008,1,,2,3,15000.0,2024-09-14 20:41:21
1499,1470,1,,1,3,10800.0,2024-08-03 22:49:29
1500,146,1,,1,3,10800.0,2025-01-03 08:48:13
1501,365,1,,1,2,12600.0,2025-06-25 06:19:44
1502,1098,2,2,1,3,10800.0,2025-02-09 00:25:16
1503,1146,1,,1,3,12000.0,2025-08-18 04:58:49
1504,1109,2,1,1,3,13200.0,2025-07-05 22:23:59
1505,308,2,1,2,3,15750.0,2025-09-12 00:54:35
1506,578,2,1,2,3,15750.0,2025-07-26 04:37:58
1507,697,1,,2,1,15000.0,2025-06-23 08:36:50
1508,110,1,,1,3,12000.0,2025-01-29 13:03:30
1509,110,1,,1,1,12000.0,2025-01-29 13:03:30
1510,427,1,,2,3,16500.0,2024-11-29 16:43:43
1511,695,1,,2,1,13500.0,2024-04-19 17:03:23
1512,695,1,,2,1,15000.0,2024-04-19 17:03:23
1513,493,1,,1,2,12000.0,2024-01-19 06:27:40
1514,776,1,,2,2,13500.0,2024-10-03 07:09:37
1515,1278,1,,1,3,10800.0,2024-02-27 11:29:03
1516,297,1,,2,3,15750.0,2024-12-31 02:44:42
1517,1455,2,3,1,3,12000.0,2024-05-22 08:58:11
1518,728,1,,2,3,16500.0,2024-10-09 03:36:27
1519,728,1,,1,2,12000.0,2024-10-09 03:36:27
1520,728,1,,1,3,12000.0,2024-10-09 03:36:27
1521,62,2,1,2,3,15750.0,2025-05-11 14:36:44
1522,1071,2,3,1,3,12600.0,2024-07-17 15:50:54
1523,880,1,,1,2,12000.0,2025-08-23 23:29:20
1524,77,1,,1,3,12000.0,2024-04-15 02:01:02
1525,1138,1,,1,3,13200.0,2024-04-19 23:15:08
1526,1500,2,3,1,2,12000.0,2025-03-18 19:01:38
1527,688,1,,2,2,15000.0,2024-04-10 15:32:57
1528,688,1,,1,1,12600.0,2024-04-10 15:32:57
1529,688,1,,1,3,12000.0,2024-04-10 15:32:57
1530,598,2,4,1,1,12000.0,2024-01-18 12:32:19
1531,477,2,3,2,1,15000.0,2024-02-25 22:01:30
1532,936,1,,1,2,13200.0,2024-12-16 16:00:51
1533,244,1,,1,2,12000.0,2024-07-16 09:43:59
1534,244,1,,1,3,10800.0,2024-07-16 09:43:59
1535,244,1,,1,3,12600.0,2024-07-16 09:43:59
1536,1360,1,,1,1,12000.0,2025-02-19 21:07:47
1537,449,1,,1,3,12000.0,2024-04-12 14:02:20
1538,659,2,4,1,3,12000.0,2024-08-07 21:43:07
1539,457,2,2,1,2,13200.0,2025-04-30 14:51:04
1540,457,2,2,2,3,15000.0,2025-04-30 14:51:04
1541,136,1,,1,3,12600.0,2025-06-22 10:48:36
1542,136,1,,1,2,13200.0,2025-06-22 10:48:36
1543,1171,2,2,1,2,12600.0,2025-07-17 12:19:42
1544,171,1,,1,3,12000.0,2025-01-13 17:39:22
1545,425,1,,2,2,15000.0,2025-08-18 20:34:28
1546,333,1,,2,3,15000.0,2025-05-27 15:39:16
1547,333,1,,2,1,15000.0,2025-05-27 15:39:16
1548,333,1,,1,2,12000.0,2025-05-27 15:39:16
1549,1466,1,,2,3,15000.0,2024-09-13 02:35:46
1550,336,1,,2,3,13500.0,2024-03-02 11:09:18
1551,336,1,,1,3,10800.0,2024-03-02 11:09:18
1552,1296,1,,2,3,13500.0,2025-06-21 05:34:01
1553,514,1,,1,3,10800.0,2024-08-20 18:16:48
1554,951,1,,2,1,15000.0,2025-02-15 12:40:22
1555,1126,2,1,2,3,15000.0,2024-09-10 10:38:16
1556,802,1,,1,2,12600.0,2024-07-05 03:38:43
1557,802,1,,2,3,15000.0,2024-07-05 03:38:43
1558,1382,1,,2,2,15000.0,2025-03-26 03:56:51
1559,1142,2,1,2,2,15000.0,2024-11-15 06:05:48
1560,1408,2,2,1,3,12000.0,2024-02-02 07:27:51
1561,1408,2,2,1,2,12000.0,2024-02-02 07:27:51
1562,61,1,,1,1,12000.0,2025-03-03 08:55:47
1563,239,1,,2,3,15000.0,2025-08-06 03:10:23
1564,239,1,,1,2,12000.0,2025-08-06 03:10:23
1565,304,2,3,2,2,15000.0,2024-05-04 01:26:23
1566,133,1,,1,3,12000.0,2024-04-22 11:44:33
1567,1280,1,,1,2,12000.0,2025-01-25 12:41:32
1568,687,1,,1,3,12000.0,2025-01-23 20:50:31
1569,577,2,1,2,3,15000.0,2024-09-23 08:56:51
1570,577,2,1,2,2,15000.0,2024-09-23 08:56:51
1571,1414,1,,1,1,10800.0,2024-04-12 15:37:41
1572,1414,1,,1,3,12000.0,2024-04-12 15:37:41
1573,286,1,,1,1,13200.0,2024-05-26 02:57:29
1574,675,2,3,2,3,15000.0,2024-09-04 20:44:21
1575,675,2,3,2,2,16500.0,2024-09-04 20:44:21
1576,775,2,2,1,3,10800.0,2025-03-12 03:00:49
1577,1224,1,,2,1,13500.0,2025-02-07 09:42:34
1578,822,1,,2,2,15000.0,2024-12-11 09:47:34
1579,839,1,,2,1,15000.0,2024-05-01 09:37:02
1580,353,1,,1,2,12000.0,2024-01-30 02:35:30
1581,779,2,4,2,3,15000.0,2025-07-29 07:10:38
1582,1317,2,1,1,3,13200.0,2024-11-03 11:53:14
1583,1247,1,,1,3,10800.0,2024-12-30 17:41:37
1584,1315,1,,1,2,12000.0,2025-08-20 12:23:09
1585,820,2,3,1,2,12000.0,2024-12-06 03:43:31
1586,633,1,,1,3,12000.0,2024-07-28 18:51:44
1587,633,1,,1,1,10800.0,2024-07-28 18:51:44
1588,187,1,,1,3,12000.0,2024-01-28 07:59:59
1589,1443,1,,2,1,15000.0,2024-11-18 14:13:06
1590,1225,1,,1,2,12600.0,2025-06-18 10:24:03
1591,1092,2,1,2,3,16500.0,2025-06-24 08:06:51
1592,193,2,4,2,1,15000.0,2024-03-17 10:26:03
1593,193,2,4,2,3,13500.0,2024-03-17 10:26:03
1594,184,1,,2,1,15000.0,2024-02-24 03:52:30
1595,184,1,,1,1,12000.0,2024-02-24 03:52:30
1596,1356,1,,2,1,15000.0,2024-04-12 05:08:00
1597,167,2,3,1,1,12600.0,2025-09-28 19:12:49
1598,215,1,,2,3,13500.0,2024-07-04 00:41:57
1599,416,2,1,1,3,12600.0,2025-05-21 19:32:23
1600,1312,1,,2,3,13500.0,2024-09-19 21:05:18
1601,352,2,2,1,1,12000.0,2024-10-05 09:34:44
1602,700,1,,2,1,15000.0,2025-04-28 05:59:16
1603,700,1,,1,1,12000.0,2025-04-28 05:59:16
1604,608,1,,2,1,15750.0,2025-02-17 18:27:47
1605,529,1,,2,3,15000.0,2025-04-02 14:48:05
1606,980,2,1,1,2,12000.0,2025-02-25 04:31:16
1607,980,2,1,2,2,15750.0,2025-02-25 04:31:16
1608,825,1,,1,1,12600.0,2024-11-24 01:33:01
1609,825,1,,2,3,16500.0,2024-11-24 01:33:01
1610,470,2,2,1,3,12000.0,2024-02-27 13:06:23
1611,470,2,2,2,2,15750.0,2024-02-27 13:06:23
1612,590,1,,2,3,16500.0,2024-11-25 23:23:27
1613,449,1,,2,1,15000.0,2024-03-25 07:24:57
1614,814,1,,1,3,12600.0,2024-03-27 19:51:39
1615,638,2,4,1,3,12000.0,2024-04-14 23:37:13
1616,747,1,,1,3,12600.0,2024-03-28 23:51:41
1617,932,2,3,1,3,12000.0,2025-09-02 02:55:32
1618,541,1,,1,3,12000.0,2025-09-02 12:52:04
1619,541,1,,2,1,15000.0,2025-09-02 12:52:04
1620,517,1,,2,1,16500.0,2025-01-17 19:54:38
1621,1119,1,,1,1,12000.0,2024-09-14 12:03:28
1622,549,1,,1,2,13200.0,2025-03-15 04:30:36
1623,774,2,2,2,1,16500.0,2024-10-03 14:19:14
1624,1293,1,,1,3,12600.0,2025-06-11 01:50:34
1625,1301,1,,2,3,13500.0,2025-05-22 04:09:07
1626,460,2,4,1,2,12000.0,2025-08-31 21:21:07
1627,658,1,,2,2,15000.0,2024-03-18 20:43:50
1628,1370,2,3,1,3,12600.0,2024-12-26 13:35:58
1629,299,1,,2,2,15000.0,2024-03-08 22:37:46
1630,299,1,,1,1,12600.0,2024-03-08 22:37:46
1631,122,1,,1,1,12600.0,2025-02-17 15:13:42
1632,122,1,,2,1,15000.0,2025-02-17 15:13:42
1633,1413,2,4,2,3,16500.0,2024-06-06 13:25:22
1634,1413,2,4,1,2,12600.0,2024-06-06 13:25:22
1635,235,2,3,1,3,12000.0,2025-06-07 13:39:01
1636,235,2,3,1,2,10800.0,2025-06-07 13:39:01
1637,880,1,,1,3,12000.0,2024-06-21 14:07:07
1638,1116,1,,2,2,15750.0,2024-06-28 23:33:00
1639,920,1,,2,3,15750.0,2024-10-13 17:47:43
1640,920,1,,1,3,13200.0,2024-10-13 17:47:43
1641,920,1,,1,3,12600.0,2024-10-13 17:47:43
1642,934,1,,2,1,15000.0,2025-03-04 22:59:08
1643,184,1,,2,1,15000.0,2024-01-27 04:40:15
1644,1401,1,,1,1,12000.0,2024-11-24 20:44:14
1645,1257,1,,1,1,12000.0,2025-05-27 19:21:06
1646,1360,1,,1,1,12000.0,2024-09-25 21:05:12
1647,63,1,,2,3,15750.0,2024-04-03 23:51:40
1648,767,1,,1,3,12000.0,2025-07-14 10:46:29
1649,767,1,,2,2,16500.0,2025-07-14 10:46:29
1650,677,1,,1,1,12000.0,2025-01-14 23:54:36
1651,446,1,,1,1,12600.0,2024-06-07 08:50:56
1652,446,1,,1,1,12000.0,2024-06-07 08:50:56
1653,15,1,,1,2,12000.0,2024-07-09 18:07:18
1654,1207,1,,1,3,12000.0,2024-07-01 05:09:09
1655,721,2,1,1,2,12600.0,2024-10-12 17:58:06
1656,142,1,,1,1,12000.0,2024-04-15 00:17:43
1657,570,1,,1,2,12000.0,2024-07-25 03:41:25
1658,1111,2,1,1,3,12000.0,2024-02-18 03:00:52
1659,1111,2,1,1,2,12000.0,2024-02-18 03:00:52
1660,1226,1,,2,1,15750.0,2024-04-22 04:52:30
1661,165,1,,1,3,12000.0,2025-09-24 12:59:38
1662,60,2,2,2,2,15000.0,2025-07-07 16:10:27
1663,293,1,,2,1,15000.0,2024-07-10 00:31:15
1664,293,1,,1,3,10800.0,2024-07-10 00:31:15
1665,385,1,,1,1,12000.0,2025-02-26 01:40:01
1666,748,1,,1,1,10800.0,2024-01-28 23:30:59
1667,559,1,,2,2,15750.0,2024-11-05 14:31:16
1668,151,2,4,2,1,15000.0,2024-02-29 07:09:39
1669,189,1,,1,3,12600.0,2024-04-01 08:06:13
1670,1438,1,,2,1,15000.0,2024-01-24 03:03:33
1671,503,1,,2,2,15000.0,2024-06-08 17:05:24
1672,503,1,,1,1,12000.0,2024-06-08 17:05:24
1673,889,1,,2,1,15000.0,2025-05-27 16:15:54
1674,889,1,,1,1,10800.0,2025-05-27 16:15:54
1675,430,2,2,1,2,12000.0,2025-06-14 20:48:54
1676,430,2,2,1,2,13200.0,2025-06-14 20:48:54
1677,998,1,,2,3,15000.0,2024-11-11 11:34:38
